PassiveSkillGraphId,Name,Datafile Parsing Index
29629,Chaos Damage,975
29781,Mana,976
29797,Melee Damage,977
29856,Sword Critical Strike Chance and Multiplier,978
29870,Attack Speed,979
29933,Life,980
29937,Dexterity,981
30030,Axe Damage and Attack Speed,982
30110,Chaos Damage Over Time Multiplier,983
30155,Projectile Damage,984
30205,Physical Damage,985
30251,Axe Damage,986
30319,Trap Critical Strike Chance and Multiplier,987
30335,Melee Damage,988
30338,Damage Over Time,989
30380,Life and Elemental Resistances,990
30455,Projectile Attack Critical Strike Chance and Multiplier,991
30547,Mace Damage and Area of Effect,992
30626,Dual Wield Critical Strike Chance,993
30658,Minion Life and Elemental Resistances,994
30679,Dexterity,995
30691,Intelligence,996
30733,Strength,997
30745,Claw Critical Strike Chance and Multiplier,998
30767,Curse Effect,999
30825,Totem Life and Physical Damage Reduction,1000
30842,Two Handed Melee Accuracy,1001
30894,Weapon Elemental Damage,1002
30926,Wand Elemental Damage and Penetration,1003
30969,Weapon Elemental Damage and Ailment Effect,1004
31080,Dexterity,1005
31103,Minion Life and Physical Damage Reduction,1006
31137,Charge on Kill,1007
31153,Physical and Fire Damage,1008
31222,Pierce,1009
31315,Evasion and Life,1010
31371,Mine Area of Effect,1011
31462,Burning Damage Multiplier,1012
31471,Life,1013
31501,Trap Throwing Speed and Trigger Area,1014
31520,Totem Attack and Cast Speed,1015
31583,Elemental Damage,1016
31604,Faster Bleeding,1017
31619,Dual Wield Spell Damage and Spell Block,1018
31628,Melee Damage and Life,1019
31758,Mana and Life Regeneration,1020
31819,Mana and Reduced Mana Cost,1021
31875,Strength,1022
31928,Armour,1023
31931,Strength,1024
31973,Curse Effect,1025
32024,Minion Life,1026
32053,Melee Damage and Strike Range,1027
32091,Evasion and Spell Suppression,1028
32117,Life and Stun Avoidance,1029
32210,Intelligence,1030
32314,Reservation Efficiency of Curse Skills,1031
32431,Lightning Damage,1032
32432,Trap Critical Strike Chance and Multiplier,1033
32477,Weapon Elemental Damage and Ailment Effect,1034
32480,Melee Damage,1035
32482,Life Regeneration,1036
32514,Bow Critical Strike Chance and Multiplier,1037
32519,Axe Damage and Critical Strike Chance,1038
32555,Dexterity,1039
32690,Area of Effect per Endurance Charge,1040
32710,Intelligence,1041
32739,Accuracy,1042
32802,Poison Damage Multiplier,1043
32901,Damage against Cursed Enemies,1044
32942,Wand Physical Damage and Attack Speed,1045
33089,Dual Wield Damage and Attack Speed,1046
33196,Cold Damage,1047
33296,Spell Damage,1048
33310,Intelligence,1049
33374,Chance for Extra Fork Projectile,1050
33479,Intelligence,1051
33508,Fire Resistance,1052
33558,Evasion and Movement Speed,1053
33740,Strength,1054
33755,Life,1055
33779,Totem Critical Strike Chance,1056
33783,Intelligence,1057
33864,Energy Shield,1058
33911,Mine Duration,1059
33923,Elemental Damage,1060
33988,Melee Damage,1061
34031,Strength,1062
34130,Melee Attack Speed,1063
34144,Minion Damage,1064
34157,Cast Speed,1065
34171,Strength,1066
34191,Impale Effect,1067
34207,Physical Damage,1068
34306,Minion Spell Block,1069
34327,Staff Accuracy,1070
34400,Strength,1071
34423,Damage Over Time Multiplier,1072
34478,Energy Shield Recharge Rate,1073
34510,Bow Damage Over Time,1074
34513,Aura Effect,1075
34560,Dual Wield Spell Damage and Movement Speed,1076
34579,Critical Strike Chance,1077
34625,Bow Accuracy,1078
34678,Life and Elemental Ailment Avoidance,1079
34763,Chaos Damage Over Time Multiplier,1080
34880,Minion Life,1081
34906,Mana,1082
34907,Mana,1083
34959,Two Handed Melee Damage and Life Leech Speed,1084
35035,Brand Recall Cooldown Recovery,1085
35053,Sword Critical Strike Chance,1086
35179,Movement Speed,1087
35260,Minion Damage,1088
35283,Critical Strike Chance,1089
35288,Armour,1090
35334,Mine Critical Strike Chance and Multiplier,1091
35362,Two Handed Melee Damage and Area of Effect,1092
35384,Claw Damage and Attack Speed,1093
35503,Lightning Resistance,1094
35507,Life Leech,1095
35556,Strength,1096
35568,"Armour, Evasion and Life",1097
35706,Energy Shield,1098
35724,Damage and Mana,1099
35737,Charge on Kill,1100
35851,Accuracy and Critical Strike Chance,1101
35910,Totem Life and Elemental Resistances,1102
35992,Mace Damage and Reduced Enemy Stun Threshold,1103
36047,Life and Armour,1104
36107,Reservation Efficiency of Heralds,1105
36121,Lightning Damage,1106
36200,Warcry Speed and Exerted Attack Damage,1107
36221,Life,1108
36222,Projectile Damage,1109
36225,Claw Critical Strike Chance and Multiplier,1110
36226,Cold Damage and Freeze Chance,1111
36287,Dexterity,1112
36371,Corpse Life,1113
36412,Cold Damage,1114
36452,Spell Critical Strike Multiplier,1115
36542,Intelligence,1116
36543,Strength,1117
36585,Cold Damage,1118
36678,Intelligence,1119
36704,Life and Mana Leech,1120
36761,Attack Damage and Attack Speed with Shield,1121
36774,Spell Damage,1122
36801,Claw Ailment Damage and Poison Duration,1123
36849,Attack Speed and Poison Duration,1124
36858,Intelligence,1125
36877,Trap Damage,1126
36881,Cold Resistance,1127
36972,Two Handed Attack Speed,1128
37163,Fire Damage and Cast Speed,1129
37175,Damage if Consumed a Corpse,1130
37501,Melee Critical Strike Chance,1131
37569,Intelligence,1132
37575,Accuracy,1133
37584,Endurance Charge Duration,1134
37619,Evasion and Elemental Resistances,1135
37639,Staff Damage and Stun Duration,1136
37663,Chaos Damage Over Time Multiplier,1137
37671,Intelligence,1138
37690,Mana,1139
37785,Poison Damage Multiplier,1140
37800,Life Leech,1141
37884,Elemental Resistances,1142
37887,Attack Damage and Leech,1143
37895,Life Regeneration and Stun Threshold,1144
37999,Intelligence,1145
38023,Mace Damage and Reduced Enemy Stun Threshold,1146
38048,Life Regeneration,1147
38129,Damage and Energy Shield,1148
38148,Cold Damage,1149
38149,Bow Damage and Accuracy,1150
38176,Intelligence,1151
38190,Life and Energy Shield,1152
38344,Attack Speed,1153
38348,Dexterity,1154
38450,Area of Effect,1155
38508,Endurance Charge Duration,1156
38520,Claw Critical Strike Multiplier,1157
38538,Physical Damage and Overwhelm,1158
38539,Physical Damage and Attack and Cast Speed,1159
38662,Dexterity,1160
38664,Melee Critical Strike Chance,1161
38701,Energy Shield and Mana,1162
38772,Melee Damage and Strike Range,1163
38777,Melee Damage,1164
38789,Ignite Chance and Duration,1165
38805,Area of Effect,1166
38836,Armour and Energy Shield,1167
38864,Dagger Damage and Attack Speed,1168
38900,Area of Effect,1169
38906,Armour and Energy Shield,1170
38947,Chain Distance,1171
38989,Minion Damage,1172
38995,Life and Mana on Hit,1173
39023,Melee Critical Strike Chance,1174
39211,Physical Attack Damage,1175
39443,Dagger Critical Strike Chance and Leech,1176
39521,Wand Damage,1177
39524,Critical Ailment Damage Over Time Multiplier,1178
39631,Armour and Energy Shield,1179
39648,Mana Regeneration and Life,1180
39665,Bow Damage and Attack Speed,1181
39678,Armour,1182
39718,Dexterity,1183
39725,Attack Speed and Accuracy,1184
39768,Accuracy,1185
39773,Projectile Damage,1186
39786,One Handed Melee Damage,1187
39814,Trap Cooldown Recovery,1188
39821,Evasion and Life,1189
39841,Intelligence,1190
39861,Dexterity,1191
39916,Strength,1192
39938,Bow Damage,1193
40075,Staff Spell Damage,1194
40100,Critical Strike Chance,1195
40126,Curse Effect,1196
40132,Evasion,1197
40135,Sword Damage,1198
40287,Critical Strikes against Blinded Enemies,1199
40291,Fire Damage and Area of Effect,1200
40362,Life,1201
40366,Intelligence,1202
40409,Mine Detonation Speed,1203
40508,Armour and Energy Shield,1204
40535,Melee Damage,1205
40609,Cold Damage,1206
40637,Minion Damage and Life,1207
40644,Elemental Damage,1208
40653,Strength,1209
40705,Cold Damage Over Time Multiplier,1210
40751,Mine Area of Effect,1211
40766,Endurance Charge Duration,1212
40776,Brand Damage,1213
40840,Wand Damage,1214
40841,Impale Chance and Physical Attack Damage,1215
40867,Strength,1216
40927,Area of Effect,1217
41026,Mana and Guard Skill Cooldown Recovery,1218
41047,Bow Area of Effect,1219
41082,Aura Area of Effect,1220
41190,Minion Damage and Life,1221
41250,Projectile Damage,1222
41251,Ailment Effect,1223
41380,Bow Attack Speed and Accuracy,1224
41536,Projectile Damage,1225
41599,Staff Damage and Block,1226
41635,Intelligence,1227
41689,Physical and Chaos Damage,1228
41819,Life Leech,1229
41866,Dexterity,1230
41967,Mana,1231
42006,Mine Damage and Reservation Efficiency,1232
42104,Accuracy and Attack Speed,1233
42133,Life Flask Charge Gain,1234
42161,Attack Ignite Chance and Attack Speed,1235
42436,Hex Area of Effect and Faster Doom Gain,1236
42485,Staff Spell Damage and Block,1237
42623,One Handed Damage,1238
42632,Totem Critical Strike Chance and Multiplier,1239
42637,Axe Damage and Attack Speed,1240
42668,Minion Attack and Cast Speed,1241
42731,Energy Shield,1242
42744,Mine Critical Strike Chance and Multiplier,1243
42760,Intelligence,1244
42800,Strength,1245
42837,Mana and Life Regeneration,1246
42900,Totem Damage and Placement Speed,1247
42907,Chaos Damage Over Time Multiplier,1248
42911,Strength,1249
42964,Bow Damage,1250
42981,Mana Flasks,1251
43000,Mana and Spell Damage,1252
43057,Ignite Resistance,1253
43061,Shield Spell Block,1254
43133,Minion Damage and Accuracy,1255
43162,Projectile Damage,1256
43303,Two Handed Melee Damage,1257
43316,Physical Damage,1258
43328,Energy Shield Leech,1259
43374,Strength,1260
43412,Two Handed Melee Damage,1261
43413,Shield Block and Block Recovery,1262
43457,Evasion and Blind Effect,1263
43491,Flask Charges Used,1264
43514,Sword Accuracy and Critical Strike Chance,1265
43608,Dexterity,1266
43684,Damaging Ailment Duration,1267
43716,Minion Damage,1268
43787,Accuracy and Elemental Resistances,1269
43822,Mace Damage and Stun Duration,1270
43833,Warcry Cooldown Recovery,1271
44134,Dagger Critical Strike Chance and Multiplier,1272
44183,Lightning Damage and Cast Speed,1273
44184,Intelligence,1274
44202,Strength,1275
44306,Projectile Damage and Speed,1276
44339,Weapon Lightning Damage,1277
44360,Minion Attack and Cast Speed,1278
44362,Chaos Damage and Withered Expiry Rate,1279
44429,Life and Elemental Resistances,1280
44529,"Attack and Cast Speed, Accuracy",1281
44606,Intelligence,1282
44624,Bleed Chance,1283
44683,SIX,1284
44723,Spell Critical Strike Chance,1285
44799,Elemental Damage,1286
44908,Strength,1287
44922,Shield Damage and Defences,1288
44924,Intelligence,1289
44967,Strength,1290
44983,Fire Damage,1291
45033,Evasion and Phasing,1292
45035,Projectile Damage and Accuracy,1293
45227,Attack Speed,1294
45272,Physical and Chaos Damage and Life,1295
45341,Maximum Cold Resistance,1296
45360,Poison Chance and Damage,1297
45366,Totem Critical Strike Multiplier,1298
45436,"Weapon Elemental Damage, Status Ailment Chance",1299
45456,Spell Damage,1300
45486,Staff Critical Strike Chance and Multiplier,1301
45491,Attack Damage,1302
45593,Evasion and Life,1303
45680,Mana,1304
45788,Claw Attack Speed,1305
45810,Poison Damage and Cast Speed,1306
45827,Trap Damage,1307
45838,Dexterity,1308
45887,Block,1309
46092,Intelligence,1310
46106,Bow Accuracy,1311
46111,Curse Effect,1312
46127,Mace Damage and Stun Duration,1313
46136,Evasion and Energy Shield,1314
46277,Dexterity,1315
46289,Damage Over Time,1316
46291,Totem Damage and Placement Speed,1317
46340,Intelligence,1318
46344,Bow Damage and Evasion,1319
46469,Lightning Damage and Shock Chance,1320
46578,Strength,1321
46636,Armour and Energy Shield,1322
46672,Staff Elemental Damage and Penetration,1323
46694,Evasion and Blind Effect,1324
46726,Mana and Reduced Mana Cost,1325
46730,Attack Damage with Shield,1326
46756,Stun Duration,1327
46896,Damage Over Time Multiplier and Life Regeneration,1328
46897,Armour and Energy Shield,1329
46910,Strength,1330
47030,Projectile Damage,1331
47062,Spell Damage and Intelligence,1332
47175,MARAUDER,1333
47251,Intelligence,1334
47312,Elemental Damage and Resistances,1335
47321,Claw Critical Strike Chance and Accuracy,1336
47362,Life and Energy Shield on Kill,1337
47389,Physical Attack Damage and Life,1338
47421,Physical Damage Over Time Multiplier,1339
47422,Dagger Critical Strike Chance and Multiplier,1340
47426,Warcry Cooldown Recovery and Duration,1341
47427,Staff Damage and Stun Duration,1342
47507,Spell Critical Strike Multiplier,1343
47949,Chaos Damage,1344
48093,Dual Wield Cast Speed and Movement Skill Cooldown Recovery,1345
48099,Life and Stun Avoidance,1346
48109,Life Regeneration per Endurance Charge,1347
48118,Damage Over Time Multiplier,1348
48282,Staff Critical Strike Chance,1349
48287,Life,1350
48362,Mana and Life,1351
48423,Mana,1352
48477,Attack and Cast Speed,1353
48513,Physical Attack Damage,1354
48514,Mana and Mana Regeneration,1355
48713,Minion Area of Effect,1356
48778,Intelligence,1357
48813,Shield Damage and Block,1358
48822,Life Regeneration,1359
48828,Physical Damage and Strength,1360
48878,Wand Attack Speed and Accuracy,1361
48971,Chaos Damage,1362
49047,Minion Resistances,1363
49109,Armour and Evasion,1364
49147,Armour and Guard Skill Cooldown Recovery,1365
49178,Strength,1366
49308,Mana,1367
49343,Block Chance and Attack Damage with Shield,1368
49408,Evasion and Energy Shield,1369
49412,Strength,1370
49415,Sword Damage and Attack Speed,1371
49481,Mana on Hit,1372
49515,Spell Suppression and Energy Shield Recharge Rate,1373
49534,Staff Spell Damage and Spell Block,1374
49547,Dual Wield Damage,1375
49568,Claw Critical Strike Chance and Multiplier,1376
49571,Axe Damage and Attack Speed,1377
49588,Lightning Damage and Shock Chance,1378
49605,Intelligence,1379
49651,Intelligence,1380
49779,Wand Damage,1381
49806,Dexterity,1382
49807,Accuracy,1383
49900,Dexterity,1384
49929,Spell Critical Strike Multiplier,1385
49971,Frenzy Charge Duration,1386
49978,Dexterity,1387
50041,Physical Bow Damage,1388
50150,"Weapon Elemental Damage, Status Ailment Chance",1389
50225,Mace Critical Strike Multiplier,1390
50264,Life Regeneration,1391
50306,"Armour, Evasion and Life",1392
50340,Elemental Resistances,1393
50360,Mana and Mana Regeneration,1394
50382,Dual Wield Cast Speed,1395
50422,Strength,1396
50459,RANGER,1397
50472,Wand Damage,1398
50515,Attack Damage while Fortified,1399
50570,Strength,1400
50826,Mana and Spell Block,1401
50862,Strength,1402
50904,Life and Armour,1403
50969,Melee Area of Effect and Damage,1404
50986,DUELIST,1405
51146,Wand Attack Speed and Accuracy,1406
51213,Reservation Efficiency of Heralds,1407
51219,Energy Shield Leech,1408
51220,Physical and Chaos Damage,1409
51235,Chaos Resistance,1410
51291,Area of Effect,1411
51404,Weapon Cold Damage,1412
51420,Mana Leech,1413
51517,Minion Resistances,1414
51524,Wand Attack Speed and Accuracy,1415
51786,Dexterity,1416
51801,Spell Area of Effect and Damage,1417
51856,Physical Attack Damage,1418
51923,Intelligence,1419
51953,Forking Angle,1420
51954,Brand Critical Strike Chance,1421
52095,Stun Avoidance,1422
52099,Reduced Skill Duration,1423
52213,Sword Damage and Block,1424
52288,Projectile Damage and Speed,1425
52412,Minion Life and Damage,1426
52423,Blind Chance,1427
52502,Elemental Damage,1428
52522,Mine Critical Strike Chance,1429
52632,Accuracy,1430
52655,Brand Duration,1431
52848,Wand Critical Strike Chance and Multiplier,1432
52904,Dexterity,1433
53002,"Armour, Evasion and Onslaught Effect",1434
53018,Brand Damage and Duration,1435
53213,Dexterity,1436
53279,Intelligence,1437
53292,Impale Effect,1438
53324,Evasion and Phasing,1439
53456,Intelligence,1440
53558,Shield Damage and Block,1441
53574,Curse Cast Speed,1442
53677,Minion Accuracy,1443
53732,Cold Damage Over Time Multiplier,1444
53791,Melee Damage and Splash Area of Effect,1445
53793,Strength,1446
53945,Staff Accuracy,1447
53957,Staff Critical Strike Chance and Multiplier,1448
53987,Warcry Buff Effect,1449
54043,Wand Elemental Damage and Penetration,1450
54144,Dual Wield Attack and Cast Speed and Block,1451
54267,Minion Damage and Accuracy,1452
54338,Physical Damage,1453
54354,Sword Damage,1454
54396,Burning Damage Multiplier,1455
54447,WITCH,1456
54452,Increased Energy Shield Leeched,1457
54574,Trap Trigger Area,1458
54657,Cast Speed,1459
54667,Staff Block,1460
54868,Bow Damage,1461
54872,Mana Leech,1462
54954,Curse Effect on You and Chaos Resistance,1463
54974,Trap Trigger Area,1464
55085,Armour and Evasion,1465
55166,Sword Damage and Attack Speed,1466
55247,Life and Energy Shield,1467
55307,Ignite Avoidance,1468
55332,Intelligence,1469
55373,Life and Strength,1470
55392,Armour and Evasion,1471
55414,Dagger Damage,1472
55558,Life on Kill against Cursed Enemies,1473
55563,Minion Life Regeneration,1474
55571,Aura Effect,1475
55643,Energy Shield,1476
55647,Lightning Damage,1477
55648,Totem Damage and Attack Speed,1478
55649,Strength,1479
55676,Life and Armour,1480
55743,Spell Block,1481
55750,Bow Critical Strike Chance and Multiplier,1482
55804,Life Recoup,1483
55854,Physical Damage,1484
55866,Elemental Damage and Resistances,1485
55906,Life Regeneration,1486
55926,Staff Damage and Block,1487
55993,Elemental Damage,1488
56001,Strength,1489
56066,Wand Elemental Damage,1490
56090,Evasion and Energy Shield,1491
56149,Accuracy and Attack Damage,1492
56153,Spell Damage,1493
56158,Spell Damage per Power Charge,1494
56174,Dagger Damage and Attack Speed,1495
56186,Cold Damage Over Time Multiplier,1496
56231,Dual Wield Damage and Block,1497
56295,Intelligence,1498
56355,Melee Critical Strike Chance,1499
56370,Attack Damage while Fortified,1500
56381,Two Handed Melee Damage and Attack Speed,1501
56460,Melee Critical Strike Multiplier,1502
56509,Sword Damage and Block,1503
56589,Dexterity,1504
56646,Weapon Elemental Damage,1505
56671,Chaos Damage and Withered Expiry Rate,1506
56803,Attack Speed,1507
56807,Block,1508
56814,Evasion,1509
56855,Bow Attack Speed and Phasing,1510
56982,Stun Threshold Reduction,1511
57011,Stun Duration per Endurance Charge,1512
57030,Poison Chance and Damage,1513
57044,Bleed Avoidance,1514
57061,Mana,1515
57080,Accuracy and Attack Speed,1516
57167,Mana and Arcane Surge Effect,1517
57226,Energy Shield and Mana,1518
57240,Mana and Flask Effect,1519
57248,Attack and Cast Speed,1520
57259,Mana Flask Charge Gain,1521
57264,Spell Damage and Mana,1522
57266,Mace Damage and Reduced Enemy Stun Threshold,1523
57362,Lightning Damage,1524
57449,Evasion per Frenzy Charge,1525
57457,Dual Wield Attack and Cast Speed,1526
57565,Link Mana Cost,1527
57615,Mine Throwing Speed,1528
57736,Aura Effect,1529
57746,Avoidance,1530
57819,Bow Attack Speed and Accuracy,1531
57923,Stun Duration,1532
57953,Axe Damage and Attack Speed,1533
57992,Warcry Cooldown Recovery and Area of Effect,1534
58069,One Handed Damage,1535
58210,Shield Spell Damage,1536
58244,Intelligence,1537
58271,Life and Elemental Ailment Avoidance,1538
58288,Totem Attack and Placement Speed,1539
58402,Intelligence,1540
58453,Elemental Damage,1541
58474,Physical Damage as Extra Cold Damage,1542
58541,Mace Damage,1543
58545,Mana and Aura Area of Effect,1544
58603,Freeze Chance,1545
58604,Lightning Damage,1546
58649,Evasion and Energy Shield,1547
58763,Cold and Lightning Damage,1548
58803,Two Handed Melee Critical Strike Chance and Accuracy,1549
58833,Seven,1550
58854,Evasion,1551
58968,Chaos Damage Over Time Multiplier,1552
59005,Elemental Damage,1553
59009,Mana,1554
59016,Dual Wield Block and Attack Speed,1555
59070,Brand Range and Brand Recall Cooldown Recovery,1556
59220,Critical Strike Chance,1557
59252,Dexterity,1558
59306,Physical Damage,1559
59370,Dexterity,1560
59482,Life Regeneration,1561
59494,Accuracy and Critical Strike Chance,1562
59606,Dexterity,1563
59650,Energy Shield and Mana Regeneration,1564
59699,Energy Shield Leech,1565
59718,"Armour, Evasion and Life",1566
59728,Area of Effect Damage,1567
59861,Life Regeneration,1568
59928,Strength,1569
60090,Energy Shield,1570
60153,Physical Attack Damage,1571
60169,Two Handed Melee Damage,1572
60204,Evasion and Spell Suppression,1573
60259,Evasion and Energy Shield,1574
60388,Mana,1575
60398,Intelligence,1576
60405,Spell Critical Strike Chance,1577
60440,Intelligence,1578
60472,Strength,1579
60529,Impale Chance,1580
60532,Movement Speed,1581
60554,Minion Damage,1582
60592,Accuracy and Critical Strike Chance,1583
60648,Mana Flasks,1584
60803,Evasion,1585
60887,Bleed Chance,1586
60942,Dexterity,1587
60949,Trap and Mine Damage,1588
60989,Herald Buff Effect,1589
61050,Sword Critical Strike Multiplier,1590
61217,Elemental Damage,1591
61262,Strength,1592
61264,Lightning Damage and Shock Chance,1593
61306,Dexterity,1594
61320,Life and Energy Shield,1595
61327,Weapon Cold Damage,1596
61388,Impale Chance with Two Handed Weapons,1597
61471,Life,1598
61525,TEMPLAR,1599
61602,Warcry Speed,1600
61636,Melee Critical Strike Chance,1601
61653,Life and Energy Shield,1602
61804,Fire Damage,1603
61868,Armour,1604
61875,Life and Life on Kill,1605
61950,Mace Elemental Damage and Accuracy,1606
62017,Life and Armour,1607
62021,Life,1608
62042,Sword Damage,1609
62069,Elemental Damage,1610
62103,Projectile Damage and Dexterity,1611
62108,Life Leech and Attack Speed,1612
62214,Shield Spell Block and Elemental Resistances with a Shield,1613
62217,Wand Attack Speed and Accuracy,1614
62303,Mana and Reduced Mana Cost,1615
62319,Melee Damage,1616
62363,Strength,1617
62429,Strength,1618
62490,Poison Avoidance,1619
62662,Physical Damage,1620
62694,Attack Speed,1621
62697,Shock Chance,1622
62712,Projectile Damage,1623
62744,Spell Suppression,1624
62767,Spell Block and Elemental Resistances,1625
62795,Evasion and Energy Shield,1626
62831,Physical and Chaos Damage,1627
62970,Shield Cast Speed,1628
63027,Exerted Attack Damage,1629
63039,Herald Buff Effect,1630
63048,Life and Armour,1631
63067,Wand Damage and Attack Speed,1632
63138,Spell Block and Elemental Resistances,1633
63139,Strength,1634
63194,Reservation Efficiency,1635
63228,Mana,1636
63282,Strength,1637
63398,Spell Critical Strike Chance,1638
63439,Dexterity,1639
63447,Intelligence,1640
63618,Totem Damage and Placement Speed,1641
63639,Damage and Energy Shield,1642
63649,Dexterity,1643
63723,Strength,1644
63795,Dexterity,1645
63799,Life and Energy Shield,1646
63843,Dexterity,1647
63845,Cast Speed,1648
63963,Cold Damage,1649
63965,Damage and Mana,1650
64024,Sword Critical Strike Multiplier,1651
64181,Warcry Area of Effect,1652
64210,Intelligence,1653
64221,Armour,1654
64235,Evasion and Elemental Resistances,1655
64239,Wand Physical Damage,1656
64241,Freeze and Chill Avoidance,1657
64265,Aura Area of Effect,1658
64401,Life on Kill against Cursed Enemies,1659
64426,Elemental Resistances with a Shield,1660
64501,Evasion and Energy Shield,1661
64509,Dagger Ailment Damage,1662
64587,Life,1663
64612,Wand Lightning Damage,1664
64709,Dexterity,1665
64769,Poison Chance,1666
64816,Two Handed Melee Damage and Leech,1667
64878,Weapon Elemental Damage,1668
65033,Attack Speed,1669
65034,Life,1670
65112,Maximum Fortification,1671
65159,Totem Attack and Cast Speed,1672
65167,Life,1673
65203,Mana and Mana Regeneration,1674
65400,Warcry Cooldown Recovery and Exerted Attack Damage,1675
65456,Knockback Distance,1676
65485,Armour per Endurance Charge,1677
